date,product,orders,buyouts,price,cpc,drr,ctr,cr,clicks,cart_adds
2026-06-03,Кукла с аксессуарами,51,44,1299,17.58,78.7,1.13,0.75,5342,69
2026-06-03,Набор для творчества,43,34,899,15.07,67.6,0.91,0.71,4615,78
2026-06-03,Мяч футбольный,49,45,499,10.18,53.3,0.94,0.9,5816,96
2026-06-03,Книга детская,24,21,299,6.0,39.2,0.63,0.65,2604,27
2026-06-03,Набор кухонный,40,36,1599,20.92,80.4,0.76,0.64,3929,48
2026-06-03,Самокат складной,17,14,3999,27.44,85.9,0.59,0.61,2748,42
2026-06-04,Игрушка мягкая мишка,82,67,789,14.84,70.3,0.91,0.77,8056,123
2026-06-04,Конструктор LEGO City,41,33,2499,23.71,82.0,1.03,0.81,4444,70
2026-06-04,Пазл 1000 деталей,31,28,599,12.73,62.4,0.94,0.8,2923,36
2026-06-04,Машинка инерционная,98,89,349,8.56,45.1,1.28,1.19,10201,116
2026-06-04,Кукла с аксессуарами,45,37,1299,17.31,78.3,1.13,0.94,5098,59
2026-06-04,Набор для творчества,44,41,899,14.6,63.3,0.81,0.78,3718,42
2026-06-04,Мяч футбольный,49,41,499,9.42,54.8,1.03,0.83,7902,132
2026-06-04,Книга детская,29,26,299,6.26,39.9,0.66,0.62,3069,57
2026-06-04,Набор кухонный,36,33,1599,21.46,78.0,0.92,0.68,3877,51
2026-06-04,Самокат складной,19,15,3999,26.21,86.7,0.61,0.57,2139,41
2026-06-05,Игрушка мягкая мишка,71,67,789,15.91,69.9,0.91,0.84,9859,102
2026-06-05,Конструктор LEGO City,43,37,2499,19.86,86.1,1.05,0.86,4363,53
2026-06-05,Пазл 1000 деталей,30,24,599,11.18,58.5,0.98,0.61,3008,36
2026-06-05,Машинка инерционная,84,75,349,8.49,43.1,1.62,1.24,13393,186
2026-06-05,Кукла с аксессуарами,61,50,1299,16.86,73.9,1.07,0.76,6731,77
2026-06-05,Набор для творчества,35,32,899,12.95,65.7,0.85,0.89,4883,78
2026-06-05,Мяч футбольный,52,47,499,9.47,56.0,1.18,0.77,7322,118
2026-06-05,Книга детская,21,17,299,6.04,40.7,0.71,0.52,3120,62
2026-06-05,Набор кухонный,36,33,1599,18.81,82.4,0.82,0.64,3957,47
2026-06-05,Самокат складной,18,14,3999,25.48,92.1,0.61,0.59,2269,45
2026-06-06,Игрушка мягкая мишка,58,52,789,15.61,73.4,0.78,0.73,8467,128
2026-06-06,Конструктор LEGO City,39,35,2499,20.19,81.2,1.22,0.87,4118,53
2026-06-06,Пазл 1000 деталей,29,24,599,12.04,61.5,0.96,0.72,3954,78
2026-06-06,Машинка инерционная,82,72,349,7.92,47.2,1.69,1.08,13204,255
2026-06-06,Кукла с аксессуарами,57,47,1299,17.44,73.1,1.07,0.94,4817,62
2026-06-06,Набор для творчества,37,32,899,15.07,66.0,0.86,0.68,4465,56
2026-06-06,Мяч футбольный,54,46,499,10.92,54.1,1.16,0.96,7642,83
2026-06-06,Книга детская,27,22,299,5.89,39.5,0.76,0.67,2875,52
2026-06-06,Набор кухонный,35,28,1599,19.55,83.2,0.79,0.64,4656,55
2026-06-06,Самокат складной,20,17,3999,27.13,90.8,0.73,0.56,2983,42
2026-06-07,Игрушка мягкая мишка,79,66,789,14.54,70.1,0.8,0.73,10146,132
2026-06-07,Конструктор LEGO City,51,41,2499,21.23,83.8,1.28,0.86,4048,80
2026-06-07,Пазл 1000 деталей,25,22,599,11.5,62.9,0.9,0.77,3507,67
2026-06-07,Машинка инерционная,88,72,349,8.13,46.3,1.48,1.01,12814,148
2026-06-07,Кукла с аксессуарами,49,39,1299,19.76,78.1,1.06,0.74,6982,110
2026-06-07,Набор для творчества,41,38,899,13.32,64.6,0.98,0.75,3632,53
2026-06-07,Мяч футбольный,54,44,499,9.66,54.0,1.24,0.93,6342,64
2026-06-07,Книга детская,21,17,299,5.69,38.7,0.72,0.52,2532,34
2026-06-07,Набор кухонный,38,35,1599,19.55,83.8,0.97,0.72,3839,51
2026-06-07,Самокат складной,20,18,3999,25.21,90.5,0.57,0.47,2415,47
2026-06-08,Игрушка мягкая мишка,62,54,789,17.45,71.4,0.74,0.78,8128,138
2026-06-08,Конструктор LEGO City,37,31,2499,23.59,84.3,1.18,0.96,4467,61
2026-06-08,Пазл 1000 деталей,35,32,599,12.09,62.1,0.88,0.64,3928,69
2026-06-08,Машинка инерционная,79,63,349,7.89,42.9,1.51,0.96,11592,137
2026-06-08,Кукла с аксессуарами,51,41,1299,19.57,73.3,1.05,0.86,6117,121
2026-06-08,Набор для творчества,39,33,899,14.03,62.1,0.91,0.74,3901,41
2026-06-08,Мяч футбольный,60,49,499,9.84,55.8,1.08,1.01,7064,109
2026-06-08,Книга детская,24,21,299,5.67,40.1,0.71,0.57,3544,46
2026-06-08,Набор кухонный,37,31,1599,20.15,83.0,0.83,0.79,3463,54
2026-06-08,Самокат складной,22,20,3999,25.34,87.5,0.62,0.49,2373,27
2026-06-09,Игрушка мягкая мишка,64,55,789,15.28,68.8,0.81,0.72,9018,109
2026-06-09,Конструктор LEGO City,53,46,2499,24.05,84.6,1.07,0.96,5854,96
2026-06-09,Пазл 1000 деталей,31,25,599,11.52,61.7,0.8,0.65,3593,71
2026-06-09,Машинка инерционная,72,64,349,8.24,44.6,1.57,1.01,12978,225
2026-06-09,Кукла с аксессуарами,62,54,1299,18.99,78.6,1.12,0.85,6423,91
2026-06-09,Набор для творчества,34,27,899,14.94,64.7,0.96,0.89,4952,78
2026-06-09,Мяч футбольный,64,56,499,10.77,57.0,1.16,0.83,7713,87
2026-06-09,Книга детская,25,20,299,5.41,39.5,0.6,0.58,3182,44
2026-06-09,Набор кухонный,29,25,1599,19.44,80.2,0.94,0.71,4235,76
2026-06-09,Самокат складной,23,21,3999,29.38,90.6,0.63,0.6,2635,30
2026-06-10,Игрушка мягкая мишка,71,63,789,16.1,70.9,0.85,0.81,8001,108
2026-06-10,Конструктор LEGO City,42,36,2499,23.91,83.9,1.09,1.0,4058,46
2026-06-10,Пазл 1000 деталей,35,28,599,11.11,62.3,1.01,0.6,3704,64
2026-06-10,Машинка инерционная,83,72,349,8.62,46.1,1.31,1.13,14067,232
2026-06-10,Кукла с аксессуарами,46,39,1299,19.42,71.7,1.09,0.89,5693,70
2026-06-10,Набор для творчества,44,41,899,13.22,63.8,1.04,0.82,4861,68
2026-06-10,Мяч футбольный,67,54,499,10.45,55.2,1.09,0.84,7005,92
2026-06-10,Книга детская,28,23,299,5.96,41.7,0.62,0.63,3041,52
2026-06-10,Набор кухонный,33,26,1599,20.96,78.4,0.82,0.71,3617,51
2026-06-10,Самокат складной,17,15,3999,25.89,93.9,0.64,0.6,2148,40
2026-06-11,Игрушка мягкая мишка,73,63,789,15.07,66.9,0.75,0.87,8370,137
2026-06-11,Конструктор LEGO City,45,37,2499,20.81,83.0,1.34,0.86,5694,81
2026-06-11,Пазл 1000 деталей,25,20,599,11.46,60.8,0.82,0.73,3142,36
2026-06-11,Машинка инерционная,79,73,349,7.8,45.7,1.49,1.0,12064,217
2026-06-11,Кукла с аксессуарами,59,50,1299,19.15,72.1,1.02,0.96,5812,60
2026-06-11,Набор для творчества,43,36,899,14.92,67.2,0.83,0.9,3761,75
2026-06-11,Мяч футбольный,53,42,499,10.23,55.1,1.2,0.77,6625,99
2026-06-11,Книга детская,26,22,299,5.71,39.0,0.63,0.6,2844,42
2026-06-11,Набор кухонный,36,29,1599,21.0,83.6,0.88,0.67,4454,70
2026-06-11,Самокат складной,22,20,3999,27.76,87.1,0.7,0.49,2003,27
2026-06-12,Игрушка мягкая мишка,57,47,789,17.45,70.2,0.78,0.9,9840,128
2026-06-12,Конструктор LEGO City,45,36,2499,19.83,83.5,1.03,0.78,4882,70
2026-06-12,Пазл 1000 деталей,29,26,599,11.94,61.1,0.82,0.73,3107,37
2026-06-12,Машинка инерционная,72,66,349,7.26,46.8,1.49,0.96,12733,199
2026-06-12,Кукла с аксессуарами,51,41,1299,18.04,75.3,1.08,0.87,5727,114
2026-06-12,Набор для творчества,33,30,899,12.79,62.7,1.07,0.75,4715,83
2026-06-12,Мяч футбольный,64,57,499,9.9,55.6,1.22,0.86,8196,97
2026-06-12,Книга детская,29,25,299,6.21,40.4,0.78,0.66,3435,48
2026-06-12,Набор кухонный,30,26,1599,21.31,81.7,0.76,0.79,4700,87
2026-06-12,Самокат складной,20,17,3999,27.8,88.2,0.65,0.61,2539,33
2026-06-13,Игрушка мягкая мишка,83,67,789,15.2,72.8,0.8,0.83,10797,210
2026-06-13,Конструктор LEGO City,49,42,2499,21.0,85.5,1.28,0.77,5970,74
2026-06-13,Пазл 1000 деталей,25,22,599,12.2,57.7,0.98,0.63,2925,51
2026-06-13,Машинка инерционная,81,67,349,8.58,44.1,1.63,1.21,9769,130
2026-06-13,Кукла с аксессуарами,65,56,1299,17.88,75.2,1.11,0.81,4921,91
2026-06-13,Набор для творчества,46,37,899,14.83,65.9,1.05,0.84,4567,87
2026-06-13,Мяч футбольный,70,58,499,9.98,52.6,1.1,0.86,7343,133
2026-06-13,Книга детская,26,22,299,5.77,38.4,0.69,0.6,3479,55
2026-06-13,Набор кухонный,38,34,1599,19.66,81.2,0.92,0.79,4674,71
2026-06-13,Самокат складной,22,17,3999,30.3,89.6,0.66,0.48,2715,49
2026-06-14,Игрушка мягкая мишка,61,52,789,15.27,70.6,0.72,0.84,7209,132
2026-06-14,Конструктор LEGO City,45,38,2499,21.3,88.1,1.13,0.81,5601,57
2026-06-14,Пазл 1000 деталей,35,30,599,12.2,59.2,0.96,0.69,4010,78
2026-06-14,Машинка инерционная,97,86,349,7.51,45.4,1.54,1.21,13658,163
2026-06-14,Кукла с аксессуарами,48,40,1299,18.71,75.1,0.92,0.89,4859,89
2026-06-14,Набор для творчества,36,30,899,15.36,63.5,0.96,0.85,3888,58
2026-06-14,Мяч футбольный,69,58,499,9.22,56.5,1.03,0.82,6104,81
2026-06-14,Книга детская,27,24,299,6.2,39.6,0.73,0.51,2437,41
2026-06-14,Набор кухонный,33,30,1599,18.49,79.9,0.91,0.68,4103,72
2026-06-14,Самокат складной,18,16,3999,26.01,91.0,0.62,0.48,2068,35
2026-06-15,Игрушка мягкая мишка,67,57,789,14.8,71.7,0.74,0.68,9080,107
2026-06-15,Конструктор LEGO City,37,33,2499,24.07,86.8,1.18,0.86,4619,89
2026-06-15,Пазл 1000 деталей,27,23,599,12.45,58.1,0.93,0.67,4163,57
2026-06-15,Машинка инерционная,89,81,349,8.35,46.2,1.72,1.1,11713,134
2026-06-15,Кукла с аксессуарами,49,44,1299,17.5,72.1,1.15,0.9,5064,75
2026-06-15,Набор для творчества,40,36,899,14.81,65.1,0.91,0.8,4588,54
2026-06-15,Мяч футбольный,53,47,499,10.78,56.3,1.13,0.98,5954,92
2026-06-15,Книга детская,21,17,299,6.35,41.3,0.62,0.62,3529,52
2026-06-15,Набор кухонный,31,25,1599,19.33,79.9,0.8,0.65,3943,43
2026-06-15,Самокат складной,21,17,3999,29.81,88.0,0.74,0.59,2146,23
2026-06-16,Игрушка мягкая мишка,61,48,789,16.61,67.2,0.69,0.75,9526,184
2026-06-16,Конструктор LEGO City,41,33,2499,22.91,85.1,1.26,0.99,4621,49
2026-06-16,Пазл 1000 деталей,25,22,599,10.84,61.6,0.99,0.71,4106,43
2026-06-16,Машинка инерционная,69,59,349,7.38,43.0,1.28,0.94,12496,167
2026-06-16,Кукла с аксессуарами,46,38,1299,18.98,78.1,1.01,0.93,6999,105
2026-06-16,Набор для творчества,45,38,899,15.01,62.4,0.81,0.9,3902,63
2026-06-16,Мяч футбольный,60,48,499,10.55,55.6,1.22,0.83,6913,132
2026-06-16,Книга детская,28,26,299,5.48,40.1,0.74,0.64,3150,36
2026-06-16,Набор кухонный,30,27,1599,18.46,81.4,0.74,0.81,3689,52
2026-06-16,Самокат складной,17,14,3999,30.22,90.0,0.61,0.56,2377,33
2026-06-17,Игрушка мягкая мишка,68,58,789,16.28,72.3,0.73,0.74,8826,161
2026-06-17,Конструктор LEGO City,47,43,2499,21.36,84.1,1.05,0.88,5019,93
2026-06-17,Пазл 1000 деталей,32,29,599,12.33,58.8,0.92,0.78,3439,40
2026-06-17,Машинка инерционная,80,72,349,8.55,45.4,1.28,1.1,14344,283
2026-06-17,Кукла с аксессуарами,61,56,1299,16.9,75.1,1.01,0.84,6555,95
2026-06-17,Набор для творчества,37,30,899,14.66,63.7,0.86,0.76,5345,101
2026-06-17,Мяч футбольный,57,53,499,9.63,56.3,1.05,0.98,5851,105
2026-06-17,Книга детская,27,23,299,5.43,40.4,0.77,0.64,2798,31
2026-06-17,Набор кухонный,39,34,1599,18.88,81.8,0.96,0.83,4709,89
2026-06-17,Самокат складной,20,16,3999,27.59,91.5,0.59,0.51,2865,51
2026-06-18,Игрушка мягкая мишка,57,51,789,16.14,73.2,0.82,0.75,8340,152
2026-06-18,Конструктор LEGO City,36,29,2499,21.94,84.4,1.14,1.01,4852,92
2026-06-18,Пазл 1000 деталей,32,27,599,11.77,58.3,0.83,0.7,3306,38
2026-06-18,Машинка инерционная,83,71,349,8.05,44.3,1.66,0.95,14207,169
2026-06-18,Кукла с аксессуарами,60,51,1299,19.38,75.0,1.13,0.79,6590,100
2026-06-18,Набор для творчества,45,41,899,13.28,62.6,0.85,0.81,3853,53
2026-06-18,Мяч футбольный,63,52,499,10.3,56.7,1.01,0.98,5694,90
2026-06-18,Книга детская,27,22,299,6.21,38.3,0.62,0.53,2532,45
2026-06-18,Набор кухонный,28,23,1599,21.49,80.0,0.79,0.8,4183,61
2026-06-18,Самокат складной,18,15,3999,29.42,87.9,0.59,0.5,2358,44
2026-06-19,Игрушка мягкая мишка,73,69,789,14.93,68.0,0.84,0.77,7942,106
2026-06-19,Конструктор LEGO City,46,41,2499,22.29,82.2,1.33,0.95,4298,46
2026-06-19,Пазл 1000 деталей,24,22,599,12.56,58.0,0.99,0.6,2838,28
2026-06-19,Машинка инерционная,89,78,349,8.14,43.2,1.68,1.2,12278,148
2026-06-19,Кукла с аксессуарами,50,41,1299,17.78,72.5,0.93,0.97,5501,84
2026-06-19,Набор для творчества,41,38,899,14.05,63.9,1.03,0.79,5003,53
2026-06-19,Мяч футбольный,48,45,499,9.77,55.4,0.94,0.86,6267,89
2026-06-19,Книга детская,20,18,299,6.03,38.5,0.66,0.55,2419,25
2026-06-19,Набор кухонный,35,28,1599,21.15,79.7,0.87,0.83,4794,69
2026-06-19,Самокат складной,16,13,3999,30.37,89.2,0.75,0.54,2215,44
2026-06-20,Игрушка мягкая мишка,59,55,789,17.35,67.7,0.76,0.89,9500,102
2026-06-20,Конструктор LEGO City,38,31,2499,22.57,87.2,1.05,0.92,4177,82
2026-06-20,Пазл 1000 деталей,32,28,599,12.51,61.2,0.84,0.79,3434,55
2026-06-20,Машинка инерционная,71,56,349,7.37,47.1,1.35,1.24,9825,157
2026-06-20,Кукла с аксессуарами,53,45,1299,16.67,73.1,0.96,0.96,5953,61
2026-06-20,Набор для творчества,42,39,899,14.37,63.7,1.07,0.76,5138,54
2026-06-20,Мяч футбольный,70,60,499,9.25,54.6,1.08,0.88,8304,152
2026-06-20,Книга детская,21,18,299,6.16,38.5,0.63,0.53,3273,44
2026-06-20,Набор кухонный,39,34,1599,18.08,81.0,0.88,0.69,3870,49
2026-06-20,Самокат складной,19,17,3999,28.16,88.1,0.62,0.56,2454,32
2026-06-21,Игрушка мягкая мишка,62,57,789,14.55,67.7,0.78,0.74,8985,155
2026-06-21,Конструктор LEGO City,52,48,2499,21.83,82.1,1.27,0.94,5693,100
2026-06-21,Пазл 1000 деталей,33,26,599,12.12,58.3,0.86,0.65,3223,62
2026-06-21,Машинка инерционная,94,83,349,8.63,45.3,1.43,1.16,13492,254
2026-06-21,Кукла с аксессуарами,49,44,1299,16.2,74.2,1.07,0.79,4837,86
2026-06-21,Набор для творчества,32,26,899,15.1,65.8,0.96,0.79,3677,43
2026-06-21,Мяч футбольный,70,56,499,9.84,52.8,1.04,1.02,6702,90
2026-06-21,Книга детская,29,26,299,6.01,38.5,0.78,0.57,2902,52
2026-06-21,Набор кухонный,39,35,1599,20.96,83.8,0.97,0.68,4471,46
2026-06-21,Самокат складной,17,14,3999,27.4,94.1,0.59,0.61,2991,39
2026-06-22,Игрушка мягкая мишка,71,65,789,15.26,68.0,0.81,0.87,10541,201
2026-06-22,Конструктор LEGO City,36,32,2499,24.19,85.1,1.2,0.8,5411,55
2026-06-22,Пазл 1000 деталей,28,24,599,12.45,62.3,0.89,0.65,3657,36
2026-06-22,Машинка инерционная,81,75,349,7.28,45.2,1.67,1.18,11507,184
2026-06-22,Кукла с аксессуарами,49,42,1299,18.76,73.8,1.02,0.86,7065,140
2026-06-22,Набор для творчества,38,33,899,13.45,66.5,0.94,0.69,5350,80
2026-06-22,Мяч футбольный,51,46,499,10.6,54.9,1.02,1.02,6195,82
2026-06-22,Книга детская,24,21,299,6.23,39.1,0.73,0.52,3486,38
2026-06-22,Набор кухонный,33,29,1599,20.43,76.3,0.94,0.65,4338,48
2026-06-22,Самокат складной,23,19,3999,28.87,87.4,0.74,0.56,2294,27
2026-06-23,Игрушка мягкая мишка,81,70,789,15.95,70.4,0.8,0.88,9401,122
2026-06-23,Конструктор LEGO City,46,38,2499,23.15,88.2,1.24,0.86,5036,97
2026-06-23,Пазл 1000 деталей,28,22,599,12.43,57.8,0.8,0.65,3596,56
2026-06-23,Машинка инерционная,72,65,349,7.54,43.3,1.42,0.94,10818,115
2026-06-23,Кукла с аксессуарами,62,55,1299,18.28,73.2,1.06,0.84,5113,100
2026-06-23,Набор для творчества,44,40,899,14.02,66.4,0.91,0.8,4394,63
2026-06-23,Мяч футбольный,51,41,499,9.29,53.6,1.06,0.77,7081,75
2026-06-23,Книга детская,26,21,299,6.6,40.9,0.74,0.59,2551,32
2026-06-23,Набор кухонный,30,24,1599,19.43,78.5,0.81,0.69,3542,46
2026-06-23,Самокат складной,16,13,3999,28.74,89.3,0.62,0.63,2808,50
2026-06-24,Игрушка мягкая мишка,62,56,789,14.91,72.6,0.84,0.73,8708,141
2026-06-24,Конструктор LEGO City,41,37,2499,22.12,87.5,1.11,0.95,5913,65
2026-06-24,Пазл 1000 деталей,24,20,599,11.73,60.8,0.97,0.64,3009,42
2026-06-24,Машинка инерционная,68,55,349,7.33,45.3,1.46,0.94,12693,219
2026-06-24,Кукла с аксессуарами,55,45,1299,16.49,78.4,0.93,0.87,4958,80
2026-06-24,Набор для творчества,38,33,899,14.35,65.2,0.89,0.88,5134,52
2026-06-24,Мяч футбольный,52,41,499,9.21,53.3,1.18,0.89,8216,122
2026-06-24,Книга детская,25,22,299,5.96,40.1,0.65,0.6,3007,51
2026-06-24,Набор кухонный,29,23,1599,20.69,79.9,0.9,0.73,3539,49
2026-06-24,Самокат складной,18,16,3999,29.11,92.7,0.69,0.53,2202,24
2026-06-25,Игрушка мягкая мишка,78,65,789,14.53,70.7,0.69,0.86,10581,175
2026-06-25,Конструктор LEGO City,53,42,2499,23.24,85.7,1.07,0.84,4284,62
2026-06-25,Пазл 1000 деталей,27,22,599,12.56,58.8,0.93,0.8,2939,43
2026-06-25,Машинка инерционная,76,62,349,8.26,47.1,1.42,1.19,9936,173
2026-06-25,Кукла с аксессуарами,50,45,1299,19.1,78.6,0.97,0.93,6385,79
2026-06-25,Набор для творчества,42,34,899,15.25,64.0,0.88,0.77,3726,68
2026-06-25,Мяч футбольный,58,53,499,9.27,56.3,1.06,0.92,8245,112
2026-06-25,Книга детская,22,19,299,5.81,39.3,0.79,0.58,3495,60
2026-06-25,Набор кухонный,36,29,1599,21.15,80.5,0.98,0.67,3487,51
2026-06-25,Самокат складной,20,16,3999,30.43,89.4,0.64,0.61,2614,38
2026-06-26,Игрушка мягкая мишка,56,47,789,14.68,71.6,0.72,0.79,10497,155
2026-06-26,Конструктор LEGO City,51,41,2499,23.46,87.4,1.06,0.97,5990,115
2026-06-26,Пазл 1000 деталей,33,30,599,12.3,61.2,0.81,0.66,3470,37
2026-06-26,Машинка инерционная,82,74,349,7.66,47.0,1.49,1.17,12558,232
2026-06-26,Кукла с аксессуарами,63,53,1299,17.07,72.4,0.95,0.81,5432,72
2026-06-26,Набор для творчества,46,37,899,12.74,66.7,0.94,0.76,5226,78
2026-06-26,Мяч футбольный,50,41,499,10.49,52.7,1.06,0.91,6545,85
2026-06-26,Книга детская,24,19,299,6.05,39.7,0.64,0.54,3093,50
2026-06-26,Набор кухонный,41,34,1599,20.93,79.7,0.82,0.65,4017,56
2026-06-26,Самокат складной,18,14,3999,26.69,92.4,0.69,0.55,2122,35
2026-06-27,Игрушка мягкая мишка,78,64,789,16.58,67.8,0.89,0.77,9097,104
2026-06-27,Конструктор LEGO City,42,37,2499,22.16,85.0,1.35,0.84,4919,96
2026-06-27,Пазл 1000 деталей,30,26,599,13.0,61.5,0.85,0.61,3107,41
2026-06-27,Машинка инерционная,99,81,349,7.98,46.2,1.48,1.15,14294,182
2026-06-27,Кукла с аксессуарами,58,54,1299,18.6,72.4,1.05,0.79,7090,125
2026-06-27,Набор для творчества,44,35,899,14.9,63.6,0.94,0.76,5039,51
2026-06-27,Мяч футбольный,48,44,499,9.89,56.3,1.06,0.93,6539,108
2026-06-27,Книга детская,28,22,299,5.79,39.3,0.73,0.53,3516,36
2026-06-27,Набор кухонный,32,28,1599,21.38,83.2,0.93,0.82,3802,52
2026-06-27,Самокат складной,17,15,3999,26.3,88.4,0.72,0.55,2217,33
2026-06-28,Игрушка мягкая мишка,62,53,789,15.87,71.5,0.77,0.8,7579,76
2026-06-28,Конструктор LEGO City,37,32,2499,21.78,84.5,1.2,0.93,5196,75
2026-06-28,Пазл 1000 деталей,28,26,599,12.97,62.4,0.99,0.77,4022,71
2026-06-28,Машинка инерционная,76,61,349,7.97,45.5,1.7,1.21,13054,188
2026-06-28,Кукла с аксессуарами,49,44,1299,16.9,73.0,0.94,0.86,6667,109
2026-06-28,Набор для творчества,45,40,899,13.99,67.9,1.06,0.75,4425,67
2026-06-28,Мяч футбольный,69,61,499,10.09,55.2,1.08,0.82,7173,77
2026-06-28,Книга детская,20,16,299,5.84,40.2,0.77,0.51,3131,45
2026-06-28,Набор кухонный,30,26,1599,19.49,78.8,0.74,0.82,4729,83
2026-06-28,Самокат складной,16,13,3999,29.27,93.0,0.68,0.52,2264,37
2026-06-29,Игрушка мягкая мишка,59,49,789,14.85,68.5,0.69,0.71,8911,167
2026-06-29,Конструктор LEGO City,44,39,2499,20.36,83.9,1.36,0.86,5981,118
2026-06-29,Пазл 1000 деталей,26,22,599,12.85,58.1,0.88,0.71,2800,44
2026-06-29,Машинка инерционная,91,76,349,7.84,46.5,1.51,0.99,11616,143
2026-06-29,Кукла с аксессуарами,48,39,1299,17.14,74.7,1.06,0.95,6017,91
2026-06-29,Набор для творчества,44,41,899,12.99,63.0,1.09,0.81,4744,53
2026-06-29,Мяч футбольный,60,50,499,10.54,53.9,1.26,0.82,6551,72
2026-06-29,Книга детская,29,27,299,5.44,39.2,0.73,0.64,3018,44
2026-06-29,Набор кухонный,33,27,1599,20.28,79.4,0.93,0.7,3887,44
2026-06-29,Самокат складной,20,17,3999,25.2,87.2,0.74,0.62,2761,46
2026-06-30,Игрушка мягкая мишка,60,56,789,15.35,70.7,0.8,0.86,7707,103
2026-06-30,Конструктор LEGO City,37,31,2499,20.79,84.3,1.19,0.99,5154,61
2026-06-30,Пазл 1000 деталей,24,20,599,11.47,62.6,0.94,0.62,3342,46
2026-06-30,Машинка инерционная,79,63,349,7.98,46.5,1.72,1.1,10312,191
2026-06-30,Кукла с аксессуарами,51,41,1299,17.76,72.7,0.89,0.94,5916,82
2026-06-30,Набор для творчества,43,40,899,13.69,67.3,0.89,0.82,5188,54
2026-06-30,Мяч футбольный,60,55,499,10.79,57.5,1.04,0.95,8028,94
2026-06-30,Книга детская,20,18,299,5.51,39.7,0.66,0.67,3442,46
2026-06-30,Набор кухонный,41,33,1599,21.66,83.9,0.88,0.64,3307,33
2026-06-30,Самокат складной,20,17,3999,28.11,86.8,0.61,0.62,2643,43
